no_indicacao;autor;uo_sigla;ano;tipo_de_indicacao;objeto;funcao_descricao;municipio;nome_do_beneficiario;no_instrumento;valor_indicado;valor_utilizado;valor_empenhado;valor_pago;status
163089;JOAO VITOR XAVIER;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;BELO HORIZONTE;5º BPM - Gamleira;;23000,0;23000,0;15909,0;9049,0;Pago Parcial
179654;GUSTAVO SANTANA;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Pick Up 4x4;SAÚDE;CARLOS CHAGAS;FUNDO MUNICIPAL DE SAUDE DE CARLOS CHAGAS;010462/2025;344515,0;344515,0;344515,0;344515,0;Pago Total
167809;CASSIO SOARES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;JURUAIA;MUNICIPIO DE JURUAIA;1481000296/2025;90210,08;89307,98;89307,98;89307,98;Pago Total
166836;CORONEL HENRIQUE;SEMAD;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Especializado - Castração de animais;GESTÃO AMBIENTAL;UBA;SOCIEDADE UBAENSE DE PROTECAO AOS ANIMAIS E A SAUDE HUMANA- SUPASH;1371000544/2025;900000,0;899840,0;899840,0;899840,0;Pago Total
160454;ANDREIA DE JESUS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Mobiliário e Equipamento;DESPORTO E LAZER;POCOS DE CALDAS;ASSOCIACAO DE PROMOCAO HUMANA E ACAO SOCIAL DE POCOS DE CALDAS;1481000847/2025;20000,0;19796,28;19796,28;19796,28;Pago Total
160075;ANDREIA DE JESUS;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;DIREITOS DA CIDADANIA;RIBEIRAO DAS NEVES;INSTITUTO ORIGEM;1481000894/2025;120000,0;120000,0;120000,0;120000,0;Pago Total
165545;OSCAR TEIXEIRA;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;AGRICULTURA;BOCAIUVA;CONSELHO ASSISTENCIAL DE BAIRROS DE BOCAIUVA-CABB;1231000453/2025;118009,0;118009,0;118009,0;118009,0;Pago Total
163185;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;DIVINOLANDIA DE MINAS;MUNICIPIO DE DIVINOLANDIA DE MINAS;0016/2025;1660,0;1660,0;1660,0;1660,0;Pago Total
166636;DELEGADO CHRISTIANO XAVIER;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;MATEUS LEME;FUNDACAO HOSPITAL SANTA TEREZINHA;;180000,0;0,0;0,0;0,0;Reprovado
162987;BELLA GONÇALVES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;NOVA LIMA;FUNDO MUNICIPAL DE SAUDE;010118/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
163068;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ITAOBIM;MUNICIPIO DE ITAOBIM;0016/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
164706;CAPOREZZO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;BOCAIUVA;MUNICIPIO DE BOCAIUVA;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
161748;ANDREIA DE JESUS;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;CULTURA;BELO HORIZONTE;PROVINCIA SANTA CRUZ;;58400,0;0,0;0,0;0,0;Reprovado
161647;ARLEN SANTIAGO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;PATIS;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
165088;MARQUINHO LEMOS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO JOAO EVANGELISTA;MUNICIPIO DE SAO JOAO EVANGELISTA;0016/2025;21000,0;21000,0;21000,0;21000,0;Pago Total
163512;CRISTIANO SILVEIRA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;RESENDE COSTA;FUNDO MUNICIPAL DE SAUDE DE RESENDE COSTA;010092/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162787;IONE PINHEIRO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;CORINTO;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
166333;DELEGADO CHRISTIANO XAVIER;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;010091/2025;180000,0;180000,0;180000,0;180000,0;Pago Total
162979;CAPOREZZO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PRATA;MUNICIPIO DE PRATA;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
164412;GREGO DA FUNDAÇÃO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PRADOS;FUNDO MUNICIPAL DE SAUDE;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
161590;CAPOREZZO;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit semenetes de cereais;AGRICULTURA;SANTO ANTONIO DO MONTE;MUNICIPIO DE SANTO ANTONIO DO MONTE;;14000,0;13998,0;13998,0;13998,0;Pago Total
178834;JOAO VITOR XAVIER;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;DESPORTO E LAZER;CONTAGEM;ASSOCIACAO COMUNITARIA SHEKINAH;1481002172/2025;75000,0;75000,0;75000,0;75000,0;Pago Total
167303;CRISTIANO SILVEIRA;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;ADMINISTRAÇÃO;CORONEL MURTA;ASSOCIAÇÃO BENEFICENTE DE ITAPORÉ - ABITA;1491001749/2025;104278,35;104278,35;104278,35;104278,35;Pago Total
179195;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;BELO HORIZONTE;GRUPO DE AMIGOS DA CRIANCA- GAC-;1481002488/2025;44000,0;43038,16;43038,16;43038,16;Pago Total
160630;DOUTOR PAULO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CAMBUQUIRA;LAR DE VELHINHOS IRMA MARIETA;1481000594/2025;100000,0;99712,04;99712,04;99712,04;Pago Total
168328;ELISMAR PRADO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CHAPADA GAUCHA;ASSOCIAÇÃO COMUNITÁRIA DE BARROCÃO;1491000475/2025;100000,0;99700,47;99700,47;99700,47;Pago Total
167075;DELEGADA SHEILA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PATROCINIO DO MURIAE;MUNICIPIO DE PATROCINIO DO MURIAE;0016/2025;350000,0;350000,0;350000,0;350000,0;Pago Total
159566;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Laboratório de informática móvel;EDUCAÇÃO;ITAJUBA;EE BARÃO DO RIO BRANCO;1055329;156000,0;156000,0;156000,0;156000,0;Pago Total
162678;PROFESSOR WENDEL MESQUITA;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;EWBANK DA CAMARA;FUNDO MUNICIPAL DE SAUDE DE EWBANK DA CAMARA;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
160960;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;IPUIUNA;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
164713;CRISTIANO SILVEIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;DIVINO;MUNICIPIO DE DIVINO;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
161255;BLOCO MINAS EM FRENTE;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BRASILANDIA DE MINAS;FUNDO MUNICIPAL DE SAUDE DO MUNIC. DE BRASILANDIA DE MINAS;010092/2025;370000,0;370000,0;370000,0;370000,0;Pago Total
167611;MARQUINHO LEMOS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;TRES CORACOES;MUNICIPIO DE TRES CORACOES;0016/2025;27632,0;27632,0;27632,0;27632,0;Pago Total
165381;PROFESSOR WENDEL MESQUITA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ANGELANDIA;MUNICIPIO DE ANGELANDIA;0016/2025;18000,0;18000,0;18000,0;18000,0;Pago Total
160763;BLOCO MINAS EM FRENTE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SAO SEBASTIAO DA BELA VISTA;MUNICIPIO DE SAO SEBASTIAO DA BELA VISTA;0016/2025;1000000,0;1000000,0;1000000,0;1000000,0;Pago Total
165208;DELEGADA SHEILA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;UBAI;FUNDO MUNICIPAL DE SAUDE DE UBAI;010092/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
166531;MARLI RIBEIRO;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamentos para climatização (ar condicionado);EDUCAÇÃO;SAO GONCALO DO RIO PRETO;EE DOM JOÃO ANTÔNIO DOS SANTOS;;100000,0;0,0;0,0;0,0;Reprovado
161755;BETAO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;EXTREMA;MUNICIPIO DE EXTREMA;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
163943;ANTONIO CARLOS ARANTES;PMMG;2025;EXECUÇÃO DIRETA;Equipamentos e bens permanentes;SEGURANÇA PÚBLICA;BELO HORIZONTE;34º BPM - Caiçara;;88990,0;88990,0;88715,6;70825,6;Pago Parcial
178750;LEONIDIO BOUCAS;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;CULTURA;UBERLANDIA;ASSOCIACAO ESTRELA DO ORIENTE;1271001750/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
178649;DUARTE BECHIR;SEJUSP;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);SEGURANÇA PÚBLICA;CAMPO BELO;PROJETO VIDA NOVA - PROVIN;1451002103/2025;84368,0;84368,0;84368,0;84368,0;Pago Total
158960;BLOCO AVANCA MINAS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PADRE PARAISO;MUNICIPIO DE PADRE PARAISO;0016/2025;1050000,0;1050000,0;1050000,0;1050000,0;Pago Total
164968;ARLEN SANTIAGO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;RIO PARDO DE MINAS;MUNICIPIO DE RIO PARDO DE MINAS;0016/2025;60000,0;60000,0;60000,0;60000,0;Pago Total
162348;IONE PINHEIRO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;PAULA CANDIDO;FUNDO MUNICIPAL DE SAUDE DE PAULA CANDIDO;010092/2025;325000,0;325000,0;325000,0;325000,0;Pago Total
160361;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Manutenção e Conservação Predial;EDUCAÇÃO;BELO HORIZONTE;EE NOSSA SENHORA DO BELO RAMO;1054619;100000,0;100000,0;100000,0;100000,0;Pago Total
166253;ANDREIA DE JESUS;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PESCADOR;MUNICIPIO DE PESCADOR;0016/2025;45000,0;45000,0;45000,0;45000,0;Pago Total
165891;JOAO MAGALHAES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;SANTA MARGARIDA;FUNDO MUNICIPAL DE SAÚDE DE SANTA MARGARIDA;010092/2025;522764,0;522764,0;522764,0;522764,0;Pago Total
166101;IONE PINHEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;IGARAPE;PREFEITURA MUNICIPAL DE IGARAPE;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
164438;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;ITURAMA;FUNDO MUNICIPAL DE SAUDE DE ITURAMA - MG - FMSI;010092/2025;500,0;500,0;500,0;500,0;Pago Total
159837;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;OURO PRETO;MUNICIPIO DE OURO PRETO;0016/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
167936;CHARLES SANTOS;IDENE;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Kit Apicultura;AGRICULTURA;BOCAIUVA;ASSOCIAÇÃO COMUNITÁRIA NA COMUNIDADE DE VAQUEJADA;;50000,0;0,0;0,0;0,0;Reprovado
162050;DOORGAL ANDRADA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MARIPA DE MINAS;MUNICIPIO DE MARIPA DE MINAS;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
168425;DOORGAL ANDRADA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CLAUDIO;MUNICIPIO DE CLAUDIO;0016/2025;400000,0;400000,0;400000,0;400000,0;Pago Total
180090;MARQUINHO LEMOS;EMATER;2025;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;Motocultivador com enxada rotativa;AGRICULTURA;SERRANOPOLIS DE MINAS;MUNICIPIO DE SERRANOPOLIS DE MINAS;;16100,0;16100,0;16100,0;16100,0;Pago Total
162048;CAPOREZZO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;SANTOS DUMONT;FUNDO MUNICIPAL DE SAUDE;010088/2025;83953,0;83953,0;83953,0;83953,0;Pago Total
165245;DR. MAURICIO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;ILICINEA;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS - APAE;1481000488/2025;100000,0;99880,53;99880,53;99880,53;Pago Total
168771;LENINHA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;TRABALHO;LADAINHA;ASSOCIACAO DOS APICULTORES DE LADAINHA;1481000967/2025;27000,0;26806,82;26806,82;26806,82;Pago Total
165618;LUCAS LASMAR;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;SANTO ANTONIO DO AMPARO;ASSOCIACAO DOS CAFEICULTORES DO CAMPO DAS VERTENTES-ACAVE;1491000319/2025;100000,0;94562,0;94562,0;94562,0;Pago Total
158924;ROBERTO ANDRADE;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;RIO PRETO;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS RIO PRETO;1481000274/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
164605;ANA PAULA SIQUEIRA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;BELO HORIZONTE;ASSOCIAÇÃO CULTURAL GRUPO CULTURA DO GUETTO;1271000082/2025;160384,0;160384,0;160384,0;160384,0;Pago Total
166561;JOÃO JÚNIOR;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;SABARA;ASSOCIACAO INOVA SABARA;1481000870/2025;9789,92;9789,92;9789,92;9789,92;Pago Total
166446;DOUTOR JEAN FREIRE;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PADRE PARAISO;MUNICIPIO DE PADRE PARAISO;0016/2025;150000,0;150000,0;150000,0;150000,0;Pago Total
159929;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;VARGINHA;EE SÃO SEBASTIÃO;1055310;100000,0;100000,0;100000,0;100000,0;Pago Total
160926;DR. MAURICIO;FES;2025;RESOLUÇÃO SES;Veículo Passeio (5 lugares);SAÚDE;SANTA RITA DE CALDAS;FUNDO MUNICIPAL DE SAUDE;010088/2025;167906,0;167906,0;167906,0;167906,0;Pago Total
166891;MARIA CLARA MARRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PATROCINIO;MUNICIPIO DE PATROCINIO;0016/2025;500000,0;500000,0;500000,0;500000,0;Pago Total
159363;SARGENTO RODRIGUES;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;BELO HORIZONTE;SANTA CASA DE MISERICORDIA DE BELO HORIZONTE;010064/2025;280000,0;280000,0;280000,0;280000,0;Pago Total
161869;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;ARAXA;EE DOM JOSÉ GASPAR;1055206;100000,0;100000,0;100000,0;100000,0;Pago Total
169137;CHIARA BIONDINI;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;PONTO CHIQUE;MUNICIPIO DE PONTO CHIQUE;0016/2025;48000,0;48000,0;48000,0;48000,0;Pago Total
166829;BEATRIZ CERQUEIRA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;ITAJUBA;ASSOCIACAO DE DESENVOLVIMENTO DO ALTO SAPUCAI;1271001548/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
157693;ARNALDO SILVA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;DIREITOS DA CIDADANIA;FRUTAL;ASSOCIACAO ABRACO AZUL;1481000173/2025;125737,7;125737,7;125737,7;125737,7;Pago Total
163331;CRISTIANO SILVEIRA;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;ADMINISTRAÇÃO;TEOFILO OTONI;MUNICIPIO DE TEOFILO OTONI;1491000088/2025;104278,35;103178,35;103178,35;103178,35;Pago Total
160889;IONE PINHEIRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;GUARACIABA;GAS GUARACIABA ASSISTENCIA SOCIAL;1491000110/2025;74210,47;74210,47;74210,47;74210,47;Pago Total
158162;PROFESSOR CLEITON;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Qualificação - Não há;TRABALHO;FRANCISCO SA;ASSOCIACAO SOCIOEDUCACIONAL CONHECIMENTO E CONQUISTA;1481000932/2025;400000,0;399976,68;399976,68;399976,68;Pago Total
162331;MARIA CLARA MARRA;SEAPA;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;AGRICULTURA;CACHOEIRA DOURADA;ASSOCIACAO DOS PESCADORES E PISCICULTORES DE CACHOEIRA DOURADA;1231000499/2025;100000,0;100000,0;100000,0;100000,0;Pago Total
158181;BELLA GONÇALVES;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;MONTES CLAROS;FUNDACAO DE APOIO AO DESENVOLVIMENTO DO ENSINO SUPERIOR DO NORTE DE MINAS - FADENOR;1271000248/2025;247000,0;247000,0;247000,0;247000,0;Pago Total
160883;IONE PINHEIRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;CAETE;ASSOCIACAO COMUNITARIA DE ANTONIO DOS SANTOS;1491000262/2025;100000,0;87611,72;87611,72;87611,72;Pago Total
164802;CAPOREZZO;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Material Esportivo;DESPORTO E LAZER;MONTES CLAROS;PROJETO SOCIAL COMUNITARIO CRESCER;1481000877/2025;40000,0;39995,0;39995,0;39995,0;Pago Total
163690;ANTONIO CARLOS ARANTES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;POCO FUNDO;ASSOCIACAO DE PAIS E PESSOAS COM DEFICIENCIA DE POCO FUNDO;1481000308/2025;100000,0;99999,67;99999,67;99999,67;Pago Total
165768;RODRIGO LOPES;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Utilitário;ADMINISTRAÇÃO;POCOS DE CALDAS;ASSOCIACAO CIRCUITO TURISTICO CAMINHOS GERAIS;1491001600/2025;104278,35;104278,35;104278,35;104278,35;Pago Total
165469;JOAO VITOR XAVIER;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;ADMINISTRAÇÃO;BETIM;INSTITUTO DE DESENVOLVIMENTO ECONOMICO E SOCIAL DE MINAS GERAIS;1481000956/2025;200000,0;199999,86;199999,86;199999,86;Pago Total
178953;GREGO DA FUNDAÇÃO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Veículo Passeio (5 lugares);ADMINISTRAÇÃO;ARAPONGA;MUNICIPIO DE ARAPONGA;1491001244/2025;74210,47;74210,47;74210,47;74210,47;Pago Total
158533;BLOCO DEMOCRACIA E LUTA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTOS DUMONT;MUNICIPIO DE SANTOS DUMONT;0016/2025;70000,0;70000,0;70000,0;70000,0;Pago Total
165094;ANTONIO CARLOS ARANTES;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;ARCEBURGO;MUNICIPIO DE ARCEBURGO;0016/2025;20000,0;20000,0;20000,0;20000,0;Pago Total
159705;BLOCO AVANCA MINAS;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Equipamento e Mobiliário;EDUCAÇÃO;JUIZ DE FORA;EE BERNARDO MASCARENHAS;1055116;100000,0;100000,0;100000,0;100000,0;Pago Total
163971;DOORGAL ANDRADA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SANTANA DE PIRAPAMA;MUNICIPIO DE SANTANA DE PIRAPAMA;0016/2025;300000,0;300000,0;300000,0;300000,0;Pago Total
162662;ANA PAULA SIQUEIRA;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;SABINOPOLIS;MUNICIPIO DE SABINOPOLIS;0016/2025;50000,0;50000,0;50000,0;50000,0;Pago Total
166585;BLOCO DEMOCRACIA E LUTA;SEE;2025;EXECUÇÃO DIRETA - CAIXA ESCOLAR;Laboratório de informática móvel;EDUCAÇÃO;BELO HORIZONTE;EE ORDEM E PROGRESSO;1055321;21000,0;21000,0;21000,0;21000,0;Pago Total
160510;IONE PINHEIRO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;CAPUTIRA;MUNICIPIO DE CAPUTIRA;0016/2025;250000,0;250000,0;250000,0;250000,0;Pago Total
165653;ANA PAULA SIQUEIRA;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Entidade Social;ADMINISTRAÇÃO;GUARANESIA;SOCIEDADE SANTO ANTONIO DE PADUA;1481001879/2025;100000,0;97539,0;97539,0;97539,0;Pago Total
168891;LENINHA;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - Não há;CULTURA;MONTES CLAROS;FUNDACAO DE APOIO AO DESENVOLVIMENTO DO ENSINO SUPERIOR DO NORTE DE MINAS - FADENOR;1271000657/2025;640000,0;640000,0;640000,0;640000,0;Pago Total
164585;IONE PINHEIRO;SEGOV;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Permanente - Não há;ADMINISTRAÇÃO;RIO MANSO;ASSSOCIACAO DOS EMPREENDEDORES GASTRONOMICOS, ARTISTICOS E CULTURAIS DE RIO MANSO;1491000291/2025;100000,0;81212,73;81212,73;81212,73;Pago Total
167534;CASSIO SOARES;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;AQUISIÇÃO DE BENS - Consumo - Não há;ADMINISTRAÇÃO;ALPINOPOLIS;ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ALPINOPOLIS;1481000329/2025;100000,0;99973,46;99973,46;99973,46;Pago Total
166081;LENINHA;FES;2025;RESOLUÇÃO SES;Custeio;SAÚDE;FRANCISCO SA;FUNDO MUNICIPAL DE SAUDE;010092/2025;360000,0;360000,0;360000,0;360000,0;Pago Total
164833;LUIZINHO;SECULT;2025;CELEBRAÇÃO DE CONVÊNIO;SERVIÇOS - Apoio - PROJETOS CULTURAIS E TURISTICOS DE INTERESSE PÚBLICO;CULTURA;MATOZINHOS;FUNDACAO DIRCE DA SILVEIRA FIGUEIREDO;1271000421/2025;700000,0;700000,0;700000,0;700000,0;Pago Total
157509;ARNALDO SILVA;FES;2025;RESOLUÇÃO SES;FES Ambulância Tipo A Simples Remoção - Furgão;SAÚDE;FRUTAL;FUNDO MUNICIPAL DE SAUDE;;323812,0;0,0;0,0;0,0;Reprovado
168105;DR. MAURICIO;SEGOV;2025;TRANSFERÊNCIA ESPECIAL;Transferência Especial;ADMINISTRAÇÃO;MONTE BELO;MUNICIPIO DE MONTE BELO;0016/2025;200000,0;200000,0;200000,0;200000,0;Pago Total
168085;LUCAS LASMAR;SEDESE;2025;CELEBRAÇÃO DE CONVÊNIO;REFORMA OU OBRA - Construção - Campo de Futebol;DESPORTO E LAZER;OLIVEIRA;DOM BOSCO FUTEBOL CLUBE;;130000,0;0,0;0,0;0,0;Reprovado
